,location,date,vaccine,source_url,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million
142,India,2021-06-06,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,228041045.0,16.52,183275704.0,13.28,44765341.0,3.24,2767989.0,2006.0
143,India,2021-06-07,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,230490652.0,16.7,185501579.0,13.44,44989073.0,3.26,2862965.0,2075.0
144,India,2021-06-08,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,233680929.0,16.93,188363894.0,13.65,45317035.0,3.28,2935027.0,2127.0
145,India,2021-06-09,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,236856505.0,17.16,191222380.0,13.86,45634125.0,3.31,3025477.0,2192.0
146,India,2021-06-10,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,240281903.0,17.41,194325996.0,14.08,45955907.0,3.33,3133931.0,2271.0
147,India,2021-06-11,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,243703242.0,17.66,197415653.0,14.31,46287589.0,3.35,2870782.0,2080.0
148,India,2021-06-12,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,246188067.0,17.84,199655293.0,14.47,46532774.0,3.37,2945275.0,2134.0
149,India,2021-06-13,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,249430416.0,18.07,202572835.0,14.68,46857581.0,3.4,3055624.0,2214.0
150,India,2021-06-14,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,252760364.0,18.32,205571046.0,14.9,47189318.0,3.42,3181387.0,2305.0
151,India,2021-06-15,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,255305366.0,18.5,207830971.0,15.06,47474395.0,3.44,3089205.0,2239.0
152,India,2021-06-16,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,258325900.0,18.72,210442950.0,15.25,47882950.0,3.47,3067056.0,2222.0
153,India,2021-06-17,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,262970250.0,19.06,214553189.0,15.55,48417061.0,3.51,3241192.0,2349.0
154,India,2021-06-18,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,266355940.0,19.3,217542993.0,15.76,48812947.0,3.54,3236100.0,2345.0
155,India,2021-06-19,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,270908312.0,19.63,221493259.0,16.05,49415053.0,3.58,3531464.0,2559.0
156,India,2021-06-20,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,274286599.0,19.88,224541283.0,16.27,49745316.0,3.6,3550883.0,2573.0
157,India,2021-06-21,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,283313942.0,20.53,232744813.0,16.87,50569129.0,3.66,4364797.0,3163.0
158,India,2021-06-22,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,289855456.0,21.0,238586187.0,17.29,51269269.0,3.72,4935727.0,3577.0
159,India,2021-06-23,"Covaxin, Oxford/AstraZeneca",https://dashboard.cowin.gov.in/,293370338.0,21.26,241720520.0,17.52,51649818.0,3.74,5006348.0,3628.0
